Title,Link,Company Name,Job Description,Skills,Location,Experience,Salary,Job ID,Job Function,Industry,Specialization,Role,Qualification,Employment Type,Vacancies
Posgresql Developer,https://www.timesjobs.com/job-detail/posgresql-developer-157-industries-pvt-ltd-pune-5-to-8-yrs-jobid-__PLUS__DG64g__SLASH__FWmlzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirements :Strong PG DB knowledgeDeep understanding n fundamentalsAble to write procedures , functions, dynamic codePerformance tunning in PG SQL and complex queriesUnixGoo...","ETL tool, Airflow, DAG, Python",Pune,5-8Years,Best in Industry,70974013,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Sharepoint Developer,https://www.timesjobs.com/job-detail/sharepoint-developer-157-industries-pvt-ltd-pune-3-to-5-yrs-jobid-nL4O2oOwX8BzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,Mandatory Requirement :2-4 Years of experience in SPFx Development.2-4 years of experience in PowerApps and Power Automate Development.SharePoint Online Power Platform and O36...,"Azure, Python",Pune,3-5Years,Best in Industry,70974010,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Power Apps Developer,https://www.timesjobs.com/job-detail/power-apps-developer-157-industries-pvt-ltd-pune-7-to-8-yrs-jobid-V454P2gya__PLUS__hzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Experience:App Development: Designing, developing, and deploying custom business applications using Microsoft Power Apps. This involves creating user interfaces, defining data...","DevOps, GitHub, MS SQL Server",Pune,7-8Years,Best in Industry,70974009,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Sql Developer,https://www.timesjobs.com/job-detail/sql-developer-157-industries-pvt-ltd-pune-6-to-8-yrs-jobid-VXPxz1vWwqpzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirement :Develop high-quality database solutions.Create complex functions, scripts, stored procedures and triggers to support application development.Evaluate existing dat...","software developer, application developer",Pune,6-8Years,Best in Industry,70974007,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Erpnext- Project Manager,https://www.timesjobs.com/job-detail/erpnext-project-manager-157-industries-pvt-ltd-mumbai-5-to-8-yrs-jobid-XH9kOt1zmapzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,Requirement :Understand clients business requirements.Make implementation schedule (timeline).Mobilise resources for the project by coordinating with Big Spectra resource team...,"ERP, ERPNEXT",Mumbai,5-8Years,Best in Industry,70974004,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Project Manager,Any Graduate,Full Time,1.0
Erpnext -Functional Consultant,https://www.timesjobs.com/job-detail/erpnext-functional-consultant-157-industries-pvt-ltd-mumbai-3-to-5-yrs-jobid-pdQM6WZ__PLUS__73lzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,Requirement :Understand clients business requirements.Configure ERPNext as per the business requirement.Conduct User Acceptance Test (UAT).Identify Gaps.Coordinate with Projec...,UAT results,Mumbai,3-5Years,Best in Industry,70974003,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Consultant,Any Graduate,Full Time,1.0
Qa - Salesforce Testing,https://www.timesjobs.com/job-detail/qa-salesforce-testing-157-industries-pvt-ltd-mumbai-6-to-8-yrs-jobid-2I__SLASH__YiQGZ25ZzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirement :3 -7 Experience as SF QA.Conduct functional, regression, performance, and security testing for Salesforce features and customizations.Perform data validation, dat...","integration testing, testing",Mumbai,6-8Years,Best in Industry,70974002,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
Salesforce Developer,https://www.timesjobs.com/job-detail/salesforce-developer-157-industries-pvt-ltd-mumbai-3-to-5-yrs-jobid-ZG9i5lAYRxZzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirement :3 - 5 years IT industry total experience, with 3 years specifically in Salesforcecom development, and implementation, administration, and configuration.The Salesf...","SOAP, WSDL, REST, SSL",Mumbai,3-5Years,Best in Industry,70974001,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Devops Engineer,https://www.timesjobs.com/job-detail/devops-engineer-157-industries-pvt-ltd-pune-5-to-8-yrs-jobid-7M1XS2HIukxzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirements :Mandatory Skills -Terraform , Docker, Arm, Ansible Rexx, CI/CDExperience in Azure (NOT AWS Please) Experience in Release and Deployment management.Work with CI/C...","DevOps Engineer, DevOps Engineering, CI / CD / Deployment tools",Pune,5-8Years,As per Industry Standards,70973997,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Posgresql Developer,https://www.timesjobs.com/job-detail/posgresql-developer-157-industries-pvt-ltd-pune-5-to-8-yrs-jobid-zQ00PnEsooZzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirements :Strong PG DB knowledgeDeep understanding n fundamentalsAble to write procedures , functions, dynamic codePerformance tunning in PG SQL and complex queriesUnixGoo...","PosgreSQL Developer, PG DB, functions, procedures",Pune,5-8Years,As per Industry Standards,70973996,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Sharepoint Developer,https://www.timesjobs.com/job-detail/sharepoint-developer-157-industries-pvt-ltd-pune-3-to-5-yrs-jobid-6b1Fgjepw2lzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,Mandatory Requirement :2-4 Years of experience in SPFx Development.2-4 years of experience in PowerApps and Power Automate Development.SharePoint Online Power Platform and O36...,"SharePoint Developer, MS SQL Server, SharePoint Administrator",Pune,3-5Years,As per Industry Standards,70973993,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Power Apps Developer,https://www.timesjobs.com/job-detail/power-apps-developer-157-industries-pvt-ltd-pune-7-to-8-yrs-jobid-uy4Lc2HYfD5zpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Experience:App Development: Designing, developing, and deploying custom business applications using Microsoft Power Apps. This involves creating user interfaces, defining data...","Power Apps Developer, Model-Driven Apps, Power Automate, Microsoft Flow, HTML, HTML5, CSS, Bootstrap",Pune,7-8Years,As per Industry Standards,70973992,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Sql Developer,https://www.timesjobs.com/job-detail/sql-developer-157-industries-pvt-ltd-pune-6-to-8-yrs-jobid-Mgh7Py6IjI9zpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirement :Develop high-quality database solutions.Create complex functions, scripts, stored procedures and triggers to support application development.Evaluate existing dat...","SQL Developer, data migration, Develop procedures",Pune,6-8Years,As per Industry Standards,70973991,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Erpnext- Project Manager,https://www.timesjobs.com/job-detail/erpnext-project-manager-157-industries-pvt-ltd-mumbai-5-to-6-yrs-jobid-MRzR7k7__PLUS__xt5zpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,Requirement :Understand clients business requirements.Make implementation schedule (timeline).Mobilise resources for the project by coordinating with Big Spectra resource team...,"ERPnext- Project Manager, Project Manager, Big Spectra, SRS, UAT",Mumbai,5-6Years,As per Industry Standards,70973989,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Project Manager,Any Graduate,Full Time,1.0
Erpnext -Functional Consultant,https://www.timesjobs.com/job-detail/erpnext-functional-consultant-157-industries-pvt-ltd-mumbai-3-to-5-yrs-jobid-AGxWj2KmX1dzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,Requirement :Understand clients business requirements.Configure ERPNext as per the business requirement.Conduct User Acceptance Test (UAT).Identify Gaps.Coordinate with Projec...,"ERPnext, Functional Consultant, Project Manager, Technical consultant, project progress",Mumbai,3-5Years,As per Industry Standards,70973988,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Consultant,Any Graduate,Full Time,1.0
Qa - Salesforce Testing,https://www.timesjobs.com/job-detail/qa-salesforce-testing-157-industries-pvt-ltd-mumbai-6-to-8-yrs-jobid-bGNoheM0XPVzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirement :3 -7 Experience as SF QA.Conduct functional, regression, performance, and security testing for Salesforce features and customizations.Perform data validation, dat...","QA, Salesforce testing, Salesforce features, customizations",Mumbai,6-8Years,As per Industry Standards,70973987,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
Salesforce Developer,https://www.timesjobs.com/job-detail/salesforce-developer-157-industries-pvt-ltd-mumbai-3-to-5-yrs-jobid-Zb__PLUS__fV3NtlyZzpSvf__PLUS__uAgZw==,157 Industries Pvt Ltd,"Requirement :3 - 5 years IT industry total experience, with 3 years specifically in Salesforcecom development, and implementation, administration, and configuration.The Salesf...","Salesforce, development, implementation, administration, configuration",Mumbai,3-5Years,As per Industry Standards,70973986,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
"Cloud Support,Software Analyst",https://www.timesjobs.com/job-detail/cloud-support-software-analyst-laxmi-infotech-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-pune-0-to-3-yrs-jobid-LfGCdWDXfi9zpSvf__PLUS__uAgZw==,Laxmi Infotech,"looking for Programmersc,c++,java,j2ee,.net ,asp.net,vb.net,c#,sharepointTesting,php,vc++,embedded,mainframe,xml,delphi,seibel,websphear,peoplesoft environmentsDatabase- Oracl...","Sql, c ++, Java, Oracle, Html, Javascript, Mysql, Joomla, Drupal, Wordpress, Css, Xhtml, Flash, cloud support","Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Pune",0-3Years,3.00 - 8.00 Lakhs,70976078,IT Software : Software Products & Services,IT-Software,"Application Programming,Client Server,Database Administration (DBA),Software Engineer","Database Administrator (DBA), Software Developer/ Programmer, Web Designer, Application Designer",Any Graduate,Full Time,1.0
Software Engineer /.Net Developer,https://www.timesjobs.com/job-detail/software-engineer-net-developer-new-global-technologies-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-pune-0-to-3-yrs-jobid-i0__SLASH__whTX1grxzpSvf__PLUS__uAgZw==,New Global Technologies,"Job description The ideal candidate will be responsible for the software development ofproducts and enhancements for existing applications.  Maintain good coding standards, de...","c ++, .net, ASP .net c#, Dhtml, Javascript, Html, C, fresher, software engineer, associate software engineer","Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Pune",0-3Years,3.00 - 8.00 Lakhs,70973913,IT Software : Software Products & Services,IT-Software,"Application Programming,Business/Systems Analysis,Client Server,Configuration/Release Mgmt",Software Developer/ Programmer,Any Graduate,Full Time,1.0
Java Developer - J2Ee / Spring / Hibernate,https://www.timesjobs.com/job-detail/java-developer-j2ee-spring-hibernate-new-global-technologies-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-pune-0-to-3-yrs-jobid-M1FO4zSCxqlzpSvf__PLUS__uAgZw==,New Global Technologies,"Job description- Design, modify, develop, write and implement software programming applications following established architecture standards as well as software development an...","Jdbc, Database, java, c ++, html, j2ee, Servlet, Struts, Core Java, Selenium, Jira, ejb, Jsp, .net","Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Pune",0-3Years,3.00 - 8.00 Lakhs,70973918,IT Software : Software Products & Services,IT-Software,"Application Programming,Business/Systems Analysis,Client Server,Configuration/Release Mgmt",Software Developer/ Programmer,Any Graduate,Full Time,1.0
"Dba,Database Administrative,Oracle Dba",https://www.timesjobs.com/job-detail/dba-database-administrative-oracle-dba-appsoft-solutions-bengaluru-bangalore-chennai-delhi-mumbai-pune-0-to-3-yrs-jobid-zGdeBKZjTRRzpSvf__PLUS__uAgZw==,Appsoft Solutions,"Description:Responsible for physical database architecture and design, development, performance tuning, implementation, and support of the applications from a database perspec...","Oracle, dba, oracle dba, oracle database administrator, database administrator, SQL Administration","Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai,  Pune",0-3Years,8.50 - 15.75 Lakhs,70650332,"IT Hardware : Hardware Products & Services,IT Software : Software Products & Services","IT-Hardware/Networking,  IT-Software","Security,Client Server,Configuration/Release Mgmt,Database Administration (DBA)","Database Administrator (DBA), Database Architect/ Designer",Any Graduate,Full Time,1.0
"Cloud Engineer,Aws Cloud Engineer",https://www.timesjobs.com/job-detail/cloud-engineer-aws-cloud-engineer-appsoft-solutions-bengaluru-bangalore-chennai-delhi-mumbai-pune-0-to-3-yrs-jobid-__SLASH__bFGPk6NVp9zpSvf__PLUS__uAgZw==,Appsoft Solutions,Cloud Engineer Responsibilities:Collaborating with engineering and development teams to evaluate and identify optimal cloud solutions.Modifying and improving existing systems....,"Cloud Engineer, Cloud Computing, Aws, Azure, Cloud, Cloudfont","Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai,  Pune",0-3Years,6.50 - 12.00 Lakhs,70645279,IT Software : Software Products & Services,IT-Software,"Client Server,Data Warehousing,Internet/E-commerce","Configuration/ Release Manager, Other IT Software - Others",Any Graduate,Full Time,1.0
Data Analyst,https://www.timesjobs.com/job-detail/data-analyst-appsoft-solutions-bengaluru-bangalore-chennai-delhi-mumbai-pune-0-to-3-yrs-jobid-fZyJE9YXWd1zpSvf__PLUS__uAgZw==,Appsoft Solutions,Data Analyst / Senior Data Analyst / Data Analyst - Tech LeadVery Urgent Requirement If Your Profile Matches The Above Requirement And If You're Interested In The Above Openin...,"Data Analysis, data analyst, Statistical Modeling, Time Series Analysis, Data Integration, Data Architecture, Enterprise Data Modeling","Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai,  Pune",0-3Years,6.50 - 12.00 Lakhs,70699620,IT Software : Software Products & Services,IT-Software,"ERP/CRM,Internet/E-commerce,Quality Assurance/Testing",Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
